Run 1,199,187,181,216
Run 2,167,165,189,215
Run 3,163,161,182,203
Run 4,162,155,186,209
Run 5,169,153,185,205
Run 6,172,153,188,215
Run 7,169,167,182,206
Run 8,163,150,189,216
Run 9,174,155,181,222
Run 10,164,154,203,206
Average,170.2,160,186.6,211.3
