Run 1,148,92,130,167
Run 2,167,111,129,166
Run 3,148,111,130,167
Run 4,167,129,130,167
Run 5,166,93,130,148
Run 6,148,112,167,167
Run 7,111,74,129,148
Run 8,111,111,130,185
Run 9,111,92,148,167
Run 10,130,111,148,167
Average,140.7,103.6,137.1,164.9
